Fiscal Year,Service (Cabinet),Department,Program #,Program,Expense Type,ACCT #,Expense Category (Account),Fund,Amount
2015,Education,Boston Public Schools,101084,Info & Instr Technology,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$52164.00
2015,Education,Boston Public Schools,101084,Info & Instr Technology,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$12482.00
2015,Education,Boston Public Schools,101084,Info & Instr Technology,Equipment,55400,Lease Purchase,General Fund,$2163722.00
2015,Education,Boston Public Schools,101084,Info & Instr Technology,Equipment,55900,Misc Equipment,General Fund,$262453.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Personnel Services,51000,Permanent Employees,General Fund,$338717.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Personnel Services,51200,Overtime,General Fund,$24000.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Contractual Services,52100,Communications,General Fund,$0.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Contractual Services,52900,Contracted Services,General Fund,$264405.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Supplies & Materials,53200,Food Supplies,General Fund,$0.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$2706.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Equipment,55900,Misc Equipment,General Fund,$4889.00
2015,Education,Boston Public Schools,101086,BPS Labor Relations,Special Appropriations,56200,Special Appropriations,General Fund,$1212304.00
2015,Education,Boston Public Schools,101088,Innovation Office,Personnel Services,51000,Permanent Employees,General Fund,$0.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Personnel Services,51000,Permanent Employees,General Fund,$743961.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Personnel Services,51200,Overtime,General Fund,$17689.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Contractual Services,52100,Communications,General Fund,$0.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Contractual Services,52900,Contracted Services,General Fund,$417760.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$54905.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$3056.00
2015,Education,Boston Public Schools,101089,Enrollment Services,Equipment,55900,Misc Equipment,General Fund,$0.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Personnel Services,51000,Permanent Employees,General Fund,$1063804.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Personnel Services,51100,Emergency Employees,General Fund,$60035.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Personnel Services,51200,Overtime,General Fund,$101345.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Contractual Services,52900,Contracted Services,General Fund,$11582.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$11763.00
2015,Education,Boston Public Schools,101091,Counseling & Intervention Cent,Equipment,55900,Misc Equipment,General Fund,$0.00
2015,Education,Boston Public Schools,101095,School Safety Service,Personnel Services,51000,Permanent Employees,General Fund,$3816049.00
2015,Education,Boston Public Schools,101095,School Safety Service,Personnel Services,51200,Overtime,General Fund,$207843.00
2015,Education,Boston Public Schools,101095,School Safety Service,Contractual Services,52100,Communications,General Fund,$457.00
2015,Education,Boston Public Schools,101095,School Safety Service,Contractual Services,52900,Contracted Services,General Fund,$4256.00
2015,Education,Boston Public Schools,101095,School Safety Service,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$49667.00
2015,Education,Boston Public Schools,101095,School Safety Service,Current Charges & Obligations,54900,Current Charges,General Fund,$0.00
2015,Education,Boston Public Schools,101095,School Safety Service,Equipment,55900,Misc Equipment,General Fund,$2170.00
2015,Education,Boston Public Schools,101097,Food & Nutrition Svc,Personnel Services,51000,Permanent Employees,General Fund,$62637.00
2015,Education,Boston Public Schools,101097,Food & Nutrition Svc,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$0.00
2015,Education,Boston Public Schools,101097,Food & Nutrition Svc,Supplies & Materials,53200,Food Supplies,General Fund,$1491558.00
2015,Education,Boston Public Schools,101105,Athletics,Personnel Services,51000,Permanent Employees,General Fund,$342120.00
2015,Education,Boston Public Schools,101105,Athletics,Personnel Services,51200,Overtime,General Fund,$57170.00
2015,Education,Boston Public Schools,101105,Athletics,Personnel Services,51300,Part-Time Employee,General Fund,$1854806.00
2015,Education,Boston Public Schools,101105,Athletics,Contractual Services,52100,Communications,General Fund,$0.00
2015,Education,Boston Public Schools,101105,Athletics,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$0.00
2015,Education,Boston Public Schools,101105,Athletics,Contractual Services,52800,Transportation of Persons,General Fund,$1675.00
2015,Education,Boston Public Schools,101105,Athletics,Contractual Services,52900,Contracted Services,General Fund,$206827.00
2015,Education,Boston Public Schools,101105,Athletics,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$176974.00
2015,Education,Boston Public Schools,101105,Athletics,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$50021.00
2015,Education,Boston Public Schools,101105,Athletics,Current Charges & Obligations,54900,Current Charges,General Fund,$399513.00
2015,Education,Boston Public Schools,101105,Athletics,Equipment,55900,Misc Equipment,General Fund,$16517.00
2015,Education,Boston Public Schools,101107,English Language Learn,Personnel Services,51000,Permanent Employees,General Fund,$2066481.00
2015,Education,Boston Public Schools,101107,English Language Learn,Personnel Services,51100,Emergency Employees,General Fund,$0.00
2015,Education,Boston Public Schools,101107,English Language Learn,Personnel Services,51200,Overtime,General Fund,$156083.00
2015,Education,Boston Public Schools,101107,English Language Learn,Personnel Services,51300,Part-Time Employee,General Fund,$202479.00
2015,Education,Boston Public Schools,101107,English Language Learn,Contractual Services,52100,Communications,General Fund,$0.00
2015,Education,Boston Public Schools,101107,English Language Learn,Contractual Services,52800,Transportation of Persons,General Fund,$2293.00
2015,Education,Boston Public Schools,101107,English Language Learn,Contractual Services,52900,Contracted Services,General Fund,$182911.00
2015,Education,Boston Public Schools,101107,English Language Learn,Supplies & Materials,53200,Food Supplies,General Fund,$2550.00
2015,Education,Boston Public Schools,101107,English Language Learn,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$31448.00
2015,Education,Boston Public Schools,101107,English Language Learn,Current Charges & Obligations,54900,Current Charges,General Fund,$0.00
2015,Education,Boston Public Schools,101107,English Language Learn,Equipment,55900,Misc Equipment,General Fund,$13133.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Personnel Services,51000,Permanent Employees,General Fund,$63820.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Personnel Services,51100,Emergency Employees,General Fund,$1095.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Contractual Services,52100,Communications,General Fund,$875.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Contractual Services,52300,Contracted Educational Services,General Fund,$1015854.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Contractual Services,52900,Contracted Services,General Fund,$1511.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$12364.00
2015,Education,Boston Public Schools,101113,Career & Technical Ed,Equipment,55900,Misc Equipment,General Fund,$0.00
2015,Education,Boston Public Schools,101121,Literacy,Contractual Services,52900,Contracted Services,General Fund,$3400.00
2015,Education,Boston Public Schools,101121,Literacy,Supplies & Materials,53200,Food Supplies,General Fund,$1206.00
2015,Education,Boston Public Schools,101121,Literacy,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$0.00
2015,Education,Boston Public Schools,101121,Literacy,Current Charges & Obligations,54900,Current Charges,General Fund,$300.00
2015,Education,Boston Public Schools,101128,Summer School Program,Personnel Services,51200,Overtime,General Fund,$0.00
2015,Education,Boston Public Schools,101128,Summer School Program,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$74.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Personnel Services,51100,Emergency Employees,General Fund,$0.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Contractual Services,52900,Contracted Services,General Fund,$0.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Supplies & Materials,53200,Food Supplies,General Fund,$0.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$0.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$0.00
2015,Education,Boston Public Schools,101145,BPS Tech Boston Program,Equipment,55900,Misc Equipment,General Fund,$0.00
2015,Education,Boston Public Schools,101151,Adult Education,Personnel Services,51000,Permanent Employees,General Fund,$435818.00
2015,Education,Boston Public Schools,101151,Adult Education,Personnel Services,51100,Emergency Employees,General Fund,$79615.00
2015,Education,Boston Public Schools,101151,Adult Education,Personnel Services,51200,Overtime,General Fund,$27160.00
2015,Education,Boston Public Schools,101151,Adult Education,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2015,Education,Boston Public Schools,101151,Adult Education,Contractual Services,52900,Contracted Services,General Fund,$45639.00
2015,Education,Boston Public Schools,101151,Adult Education,Supplies & Materials,53200,Food Supplies,General Fund,$167.00
2015,Education,Boston Public Schools,101151,Adult Education,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$0.00
2015,Education,Boston Public Schools,101151,Adult Education,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$638.00
2015,Education,Boston Public Schools,101151,Adult Education,Equipment,55900,Misc Equipment,General Fund,$102.00
2015,Education,Boston Public Schools,101165,Carter Center,Personnel Services,51000,Permanent Employees,General Fund,$1010562.00
2015,Education,Boston Public Schools,101165,Carter Center,Personnel Services,51100,Emergency Employees,General Fund,$1370.00
2015,Education,Boston Public Schools,101165,Carter Center,Personnel Services,51200,Overtime,General Fund,$3136.00
2015,Education,Boston Public Schools,101165,Carter Center,Contractual Services,52900,Contracted Services,General Fund,$78763.00
2015,Education,Boston Public Schools,101165,Carter Center,Supplies & Materials,53800,Educational Supplies & Mat,General Fund,$5051.00
2015,Education,Boston Public Schools,101165,Carter Center,Equipment,55900,Misc Equipment,General Fund,$558.00
